player,match,year,age,winrate,playerrank
Jonas Svensson,371,1992.25,25.5,60.65,130
Jonas Svensson,395,1992.75,26,59.49,130
Jonas Svensson,429,1993.25,26.5,59.44,130
Jonas Svensson,467,1993.75,27,59.31,130
Jonas Svensson,493,1994.25,27.5,58.62,130
Jonas Svensson,502,1994.75,28,58.17,130
Jonas Svensson,516,1995.25,28.5,58.14,130
Radek Stepanek,1,1997,18.25,20,129
Radek Stepanek,3,1997.25,18.5,33.33,129
Radek Stepanek,5,1997.75,19,20,129
Radek Stepanek,15,1998.25,19.5,53.33,129
Radek Stepanek,42,1998.75,20,57.14,129
Radek Stepanek,56,1999.25,20.5,53.57,129
Radek Stepanek,81,1999.75,21,53.09,129
Radek Stepanek,95,2000.25,21.5,52.63,129
Radek Stepanek,110,2000.75,22,51.82,129
Radek Stepanek,124,2001.25,22.5,51.61,129
Radek Stepanek,131,2001.75,23,49.62,129
Radek Stepanek,137,2002.25,23.5,50.36,129
Radek Stepanek,161,2002.75,24,51.55,129
Radek Stepanek,186,2003.25,24.5,50.54,129
Radek Stepanek,220,2003.75,25,52.73,129
Radek Stepanek,236,2004.25,25.5,51.27,129
Radek Stepanek,272,2004.75,26,52.57,129
Radek Stepanek,308,2005.25,26.5,53.9,129
Radek Stepanek,342,2005.75,27,54.68,129
Radek Stepanek,378,2006.25,27.5,55.82,129
Radek Stepanek,416,2007.25,28.5,56.73,129
Radek Stepanek,452,2007.75,29,57.08,129
Radek Stepanek,480,2008.25,29.5,57.5,129
Radek Stepanek,507,2008.75,30,57.59,129
Radek Stepanek,541,2009.25,30.5,57.86,129
Radek Stepanek,568,2009.75,31,58.1,129
Radek Stepanek,598,2010.25,31.5,58.36,129
Radek Stepanek,616,2010.75,32,58.28,129
Radek Stepanek,644,2011.25,32.5,58.23,129
Radek Stepanek,682,2011.75,33,58.65,129
Radek Stepanek,707,2012.25,33.5,58.27,129
Radek Stepanek,737,2012.75,34,57.8,129
Radek Stepanek,752,2013.25,34.5,57.85,129
Radek Stepanek,789,2013.75,35,58.43,129
Radek Stepanek,806,2014.25,35.5,58.19,129
Mikhail Youzhny,1,1999,16.25,40,128
Mikhail Youzhny,7,1999.25,16.5,42.86,128
Mikhail Youzhny,27,1999.75,17,62.96,128
Mikhail Youzhny,53,2000.25,17.5,67.92,128
Mikhail Youzhny,83,2000.75,18,63.86,128
Mikhail Youzhny,106,2001.25,18.5,61.32,128
Mikhail Youzhny,132,2001.75,19,58.33,128
Mikhail Youzhny,145,2002.25,19.5,55.86,128
Mikhail Youzhny,180,2002.75,20,56.67,128
Mikhail Youzhny,204,2003.25,20.5,57.35,128
Mikhail Youzhny,237,2003.75,21,56.54,128
Mikhail Youzhny,265,2004.25,21.5,55.47,128
Mikhail Youzhny,299,2004.75,22,56.19,128
Mikhail Youzhny,325,2005.25,22.5,56.31,128
Mikhail Youzhny,354,2005.75,23,56.21,128
Mikhail Youzhny,377,2006.25,23.5,56.23,128
Mikhail Youzhny,405,2006.75,24,56.05,128
Mikhail Youzhny,435,2007.25,24.5,57.01,128
Mikhail Youzhny,472,2007.75,25,57.63,128
Mikhail Youzhny,505,2008.25,25.5,58.02,128
Mikhail Youzhny,529,2008.75,26,57.66,128
Mikhail Youzhny,551,2009.25,26.5,57.17,128
Mikhail Youzhny,595,2009.75,27,57.31,128
Mikhail Youzhny,632,2010.25,27.5,58.39,128
Mikhail Youzhny,667,2010.75,28,58.92,128
Mikhail Youzhny,687,2011.25,28.5,58.81,128
Mikhail Youzhny,719,2011.75,29,58.69,128
Mikhail Youzhny,743,2012.25,29.5,58.68,128
Mikhail Youzhny,773,2012.75,30,58.73,128
Mikhail Youzhny,797,2013.25,30.5,58.47,128
Mikhail Youzhny,840,2013.75,31,58.69,128
Mikhail Youzhny,856,2014.25,31.5,58.53,128
Mikhail Youzhny,881,2014.75,32,58.12,128
Juan Monaco,1,2002,17.25,80,127
Juan Monaco,17,2002.25,17.5,52.94,127
Juan Monaco,33,2002.75,18,48.48,127
Juan Monaco,54,2003.25,18.5,57.41,127
Juan Monaco,86,2003.75,19,62.79,127
Juan Monaco,115,2004.25,19.5,65.22,127
Juan Monaco,148,2004.75,20,63.51,127
Juan Monaco,161,2005.25,20.5,60.87,127
Juan Monaco,192,2005.75,21,58.85,127
Juan Monaco,211,2006.25,21.5,56.87,127
Juan Monaco,236,2006.75,22,56.36,127
Juan Monaco,260,2007.25,22.5,56.54,127
Juan Monaco,297,2007.75,23,58.92,127
Juan Monaco,325,2008.25,23.5,59.08,127
Juan Monaco,349,2008.75,24,59.03,127
Juan Monaco,376,2009.25,24.5,58.78,127
Juan Monaco,413,2009.75,25,59.32,127
Juan Monaco,448,2010.25,25.5,59.6,127
Juan Monaco,465,2010.75,26,58.71,127
Juan Monaco,491,2011.25,26.5,58.45,127
Juan Monaco,523,2011.75,27,58.13,127
Juan Monaco,551,2012.25,27.5,58.62,127
Juan Monaco,588,2012.75,28,59.52,127
Juan Monaco,601,2013.25,28.5,58.9,127
Juan Monaco,653,2014.25,29.5,58.19,127
Juan Monaco,680,2014.75,30,58.24,127
Mikael Pernfors,1,1985,21.25,20,126
Mikael Pernfors,6,1985.25,21.5,16.67,126
Mikael Pernfors,17,1985.75,22,41.18,126
Mikael Pernfors,38,1986.25,22.5,57.89,126
Mikael Pernfors,76,1986.75,23,63.16,126
Mikael Pernfors,93,1987.25,23.5,61.29,126
Mikael Pernfors,115,1987.75,24,60.87,126
Mikael Pernfors,135,1988.25,24.5,61.48,126
Mikael Pernfors,155,1988.75,25,62.58,126
Mikael Pernfors,182,1989.25,25.5,62.64,126
Mikael Pernfors,196,1989.75,26,62.24,126
Mikael Pernfors,210,1990.75,27,60.48,126
Mikael Pernfors,211,1991.25,27.5,60.66,126
Mikael Pernfors,232,1991.75,28,58.62,126
Mikael Pernfors,233,1992.25,28.5,58.8,126
Mikael Pernfors,243,1992.75,29,58.44,126
Mikael Pernfors,255,1993.25,29.5,58.82,126
Mikael Pernfors,294,1993.75,30,60.88,126
Mikael Pernfors,309,1994.25,30.5,60.19,126
Mikael Pernfors,314,1995.25,31.5,59.55,126
Mikael Pernfors,320,1996.25,32.5,58.75,126
John Alexander,1,1972.75,21,60,125
John Alexander,21,1973.25,21.5,61.9,125
John Alexander,75,1973.75,22,61.33,125
John Alexander,99,1974.25,22.5,60.61,125
John Alexander,134,1974.75,23,61.94,125
John Alexander,173,1975.25,23.5,65.9,125
John Alexander,221,1975.75,24,66.97,125
John Alexander,241,1976.25,24.5,65.15,125
John Alexander,254,1976.75,25,64.17,125
John Alexander,286,1977.25,25.5,63.29,125
John Alexander,330,1977.75,26,63.33,125
John Alexander,356,1978.25,26.5,62.64,125
John Alexander,406,1978.75,27,63.3,125
John Alexander,437,1979.25,27.5,63.16,125
John Alexander,487,1979.75,28,63.45,125
John Alexander,504,1980.25,28.5,62.5,125
John Alexander,521,1980.75,29,61.8,125
John Alexander,532,1981.25,29.5,61.28,125
John Alexander,555,1981.75,30,60.72,125
John Alexander,578,1982.25,30.5,60.55,125
John Alexander,610,1982.75,31,60.66,125
John Alexander,640,1983.25,31.5,61.09,125
John Alexander,669,1983.75,32,60.24,125
John Alexander,683,1984.25,32.5,59.88,125
John Alexander,708,1984.75,33,59.04,125
John Alexander,721,1985.25,33.5,58.53,125
John Alexander,723,1985.75,34,58.37,125
Jiri Novak,1,1993.25,17.5,60,124
Jiri Novak,6,1994.25,18.5,50,124
Jiri Novak,31,1994.75,19,51.61,124
Jiri Novak,45,1995.25,19.5,57.78,124
Jiri Novak,91,1995.75,20,62.64,124
Jiri Novak,129,1996.25,20.5,64.34,124
Jiri Novak,159,1996.75,21,61.64,124
Jiri Novak,187,1997.25,21.5,62.03,124
Jiri Novak,207,1997.75,22,60.39,124
Jiri Novak,226,1998.25,22.5,59.73,124
Jiri Novak,261,1998.75,23,58.24,124
Jiri Novak,283,1999.25,23.5,59.01,124
Jiri Novak,321,1999.75,24,58.57,124
Jiri Novak,347,2000.25,24.5,57.93,124
Jiri Novak,378,2000.75,25,57.41,124
Jiri Novak,392,2001.25,25.5,55.87,124
Jiri Novak,425,2001.75,26,57.41,124
Jiri Novak,465,2002.25,26.5,58.06,124
Jiri Novak,509,2002.75,27,58.94,124
Jiri Novak,541,2003.25,27.5,58.96,124
Jiri Novak,589,2003.75,28,59.25,124
Jiri Novak,610,2004.25,28.5,59.34,124
Jiri Novak,653,2004.75,29,59.57,124
Jiri Novak,684,2005.25,29.5,59.8,124
Jiri Novak,713,2005.75,30,58.91,124
Jiri Novak,718,2006.25,30.5,58.64,124
Jiri Novak,739,2006.75,31,58.46,124
Jiri Novak,745,2007.25,31.5,58.39,124
Ernests Gulbis,1,2004.75,16,20,123
Ernests Gulbis,8,2005.25,16.5,12.5,123
Ernests Gulbis,34,2005.75,17,50,123
Ernests Gulbis,60,2006.25,17.5,58.33,123
Ernests Gulbis,82,2006.75,18,57.32,123
Ernests Gulbis,122,2007.25,18.5,63.93,123
Ernests Gulbis,151,2007.75,19,60.26,123
Ernests Gulbis,173,2008.25,19.5,58.96,123
Ernests Gulbis,204,2008.75,20,59.31,123
Ernests Gulbis,226,2009.25,20.5,57.52,123
Ernests Gulbis,251,2009.75,21,56.18,123
Ernests Gulbis,278,2010.25,21.5,56.83,123
Ernests Gulbis,307,2010.75,22,57,123
Ernests Gulbis,326,2011.25,22.5,56.44,123
Ernests Gulbis,350,2011.75,23,56.29,123
Ernests Gulbis,365,2012.25,23.5,55.07,123
Ernests Gulbis,399,2012.75,24,55.14,123
Ernests Gulbis,433,2013.25,24.5,56.58,123
Ernests Gulbis,472,2013.75,25,57.63,123
Ernests Gulbis,499,2014.25,25.5,57.92,123
Ernests Gulbis,535,2014.75,26,58.5,123
Emilio Sanchez,1,1983.25,17.5,60,122
Emilio Sanchez,12,1984.25,18.5,50,122
Emilio Sanchez,32,1984.75,19,46.88,122
Emilio Sanchez,40,1985.25,19.5,42.5,122
Emilio Sanchez,70,1985.75,20,50,122
Emilio Sanchez,91,1986.25,20.5,48.35,122
Emilio Sanchez,152,1986.75,21,59.21,122
Emilio Sanchez,173,1987.25,21.5,58.38,122
Emilio Sanchez,235,1987.75,22,63.4,122
Emilio Sanchez,259,1988.25,22.5,61.78,122
Emilio Sanchez,308,1988.75,23,62.99,122
Emilio Sanchez,326,1989.25,23.5,62.88,122
Emilio Sanchez,360,1989.75,24,63.61,122
Emilio Sanchez,388,1990.25,24.5,63.92,122
Emilio Sanchez,433,1990.75,25,64.67,122
Emilio Sanchez,461,1991.25,25.5,63.77,122
Emilio Sanchez,510,1991.75,26,63.92,122
Emilio Sanchez,538,1992.25,26.5,64.13,122
Emilio Sanchez,583,1992.75,27,64.15,122
Emilio Sanchez,603,1993.25,27.5,63.52,122
Emilio Sanchez,632,1993.75,28,62.82,122
Emilio Sanchez,658,1994.25,28.5,62.31,122
Emilio Sanchez,695,1994.75,29,61.44,122
Emilio Sanchez,708,1995.25,29.5,61.02,122
Emilio Sanchez,742,1995.75,30,60.38,122
Emilio Sanchez,761,1996.25,30.5,59.79,122
Emilio Sanchez,792,1996.75,31,58.96,122
Emilio Sanchez,793,1997.25,31.5,58.89,122
Sebastien Grosjean,1,1996.75,18,60,121
Sebastien Grosjean,8,1997.25,18.5,62.5,121
Sebastien Grosjean,36,1997.75,19,58.33,121
Sebastien Grosjean,53,1998.25,19.5,62.26,121
Sebastien Grosjean,83,1998.75,20,54.22,121
Sebastien Grosjean,110,1999.25,20.5,56.36,121
Sebastien Grosjean,149,1999.75,21,57.05,121
Sebastien Grosjean,179,2000.25,21.5,56.42,121
Sebastien Grosjean,217,2000.75,22,57.6,121
Sebastien Grosjean,255,2001.25,22.5,59.22,121
Sebastien Grosjean,290,2001.75,23,60,121
Sebastien Grosjean,325,2002.25,23.5,60,121
Sebastien Grosjean,357,2002.75,24,60.5,121
Sebastien Grosjean,389,2003.25,24.5,61.44,121
Sebastien Grosjean,422,2003.75,25,61.37,121
Sebastien Grosjean,444,2004.25,25.5,61.71,121
Sebastien Grosjean,484,2005.25,26.5,61.16,121
Sebastien Grosjean,518,2005.75,27,61.2,121
Sebastien Grosjean,543,2006.25,27.5,61.33,121
Sebastien Grosjean,562,2006.75,28,60.85,121
Sebastien Grosjean,583,2007.25,28.5,60.55,121
Sebastien Grosjean,609,2007.75,29,60.26,121
Sebastien Grosjean,636,2008.25,29.5,60.06,121
Sebastien Grosjean,645,2008.75,30,59.53,121
Sebastien Grosjean,646,2009.25,30.5,59.6,121
Sebastien Grosjean,652,2009.75,31,59.2,121
Mark Philippoussis,1,1994,17.25,20,120
Mark Philippoussis,5,1994.25,17.5,20,120
Mark Philippoussis,13,1994.75,18,30.77,120
Mark Philippoussis,32,1995.25,18.5,53.13,120
Mark Philippoussis,58,1995.75,19,51.72,120
Mark Philippoussis,85,1996.25,19.5,55.29,120
Mark Philippoussis,119,1996.75,20,56.3,120
Mark Philippoussis,140,1998.25,21.5,57.86,120
Mark Philippoussis,174,1998.75,22,58.62,120
Mark Philippoussis,200,1999.25,22.5,61,120
Mark Philippoussis,220,1999.75,23,60.91,120
Mark Philippoussis,255,2000.25,23.5,61.96,120
Mark Philippoussis,283,2000.75,24,61.48,120
Mark Philippoussis,312,2001.75,25,61.86,120
Mark Philippoussis,328,2002.25,25.5,61.28,120
Mark Philippoussis,346,2002.75,26,60.69,120
Mark Philippoussis,366,2003.25,26.5,60.93,120
Mark Philippoussis,400,2003.75,27,61.5,120
Mark Philippoussis,417,2004.25,27.5,60.43,120
Mark Philippoussis,433,2004.75,28,59.58,120
Mark Philippoussis,441,2005.25,28.5,59.41,120
Mark Philippoussis,452,2005.75,29,59.07,120
Mark Philippoussis,465,2006.25,29.5,58.49,120
Mark Philippoussis,485,2006.75,30,58.35,120
Brian Teacher,1,1974.25,19.5,60,119
Brian Teacher,43,1975.75,21,48.84,119
Brian Teacher,49,1976.25,21.5,48.98,119
Brian Teacher,67,1976.75,22,47.76,119
Brian Teacher,81,1977.25,22.5,48.15,119
Brian Teacher,114,1977.75,23,47.37,119
Brian Teacher,140,1978.25,23.5,49.29,119
Brian Teacher,173,1978.75,24,50.87,119
Brian Teacher,202,1979.25,24.5,51.49,119
Brian Teacher,249,1980.25,25.5,53.82,119
Brian Teacher,288,1980.75,26,55.56,119
Brian Teacher,327,1981.25,26.5,57.8,119
Brian Teacher,371,1982.25,27.5,59.03,119
Brian Teacher,408,1982.75,28,59.8,119
Brian Teacher,438,1983.25,28.5,60.5,119
Brian Teacher,471,1983.75,29,60.51,119
Brian Teacher,488,1984.25,29.5,60.04,119
Brian Teacher,519,1985.25,30.5,59.92,119
Brian Teacher,545,1985.75,31,59.63,119
Brian Teacher,559,1986.25,31.5,59.57,119
Brian Teacher,570,1986.75,32,58.95,119
Magnus Larsson,1,1988.5,17.75,60,118
Magnus Larsson,3,1988.75,18,66.67,118
Magnus Larsson,12,1989.25,18.5,33.33,118
Magnus Larsson,32,1989.75,19,56.25,118
Magnus Larsson,39,1990.25,19.5,51.28,118
Magnus Larsson,66,1990.75,20,60.61,118
Magnus Larsson,88,1991.25,20.5,56.82,118
Magnus Larsson,115,1991.75,21,57.39,118
Magnus Larsson,132,1992.25,21.5,56.82,118
Magnus Larsson,170,1992.75,22,59.41,118
Magnus Larsson,194,1993.25,22.5,58.25,118
Magnus Larsson,228,1993.75,23,58.33,118
Magnus Larsson,248,1994.25,23.5,57.26,118
Magnus Larsson,274,1994.75,24,56.93,118
Magnus Larsson,320,1995.25,24.5,60.63,118
Magnus Larsson,343,1995.75,25,60.93,118
Magnus Larsson,362,1996.25,25.5,60.77,118
Magnus Larsson,394,1996.75,26,59.9,118
Magnus Larsson,420,1997.25,26.5,60,118
Magnus Larsson,455,1997.75,27,60.22,118
Magnus Larsson,476,1998.25,27.5,59.87,118
Magnus Larsson,504,1999.25,28.5,59.72,118
Magnus Larsson,529,1999.75,29,59.17,118
Magnus Larsson,557,2000.25,29.5,59.96,118
Magnus Larsson,562,2001.25,30.5,59.79,118
Magnus Larsson,578,2001.75,31,59.52,118
Magnus Larsson,587,2002.25,31.5,59.28,118
Magnus Larsson,601,2002.75,32,59.07,118
Janko Tipsarevic,1,2001.25,16.5,80,117
Janko Tipsarevic,29,2002.25,17.5,82.76,117
Janko Tipsarevic,62,2002.75,18,70.97,117
Janko Tipsarevic,91,2003.25,18.5,69.23,117
Janko Tipsarevic,119,2003.75,19,65.55,117
Janko Tipsarevic,139,2004.25,19.5,62.59,117
Janko Tipsarevic,186,2004.75,20,64.52,117
Janko Tipsarevic,209,2005.25,20.5,62.68,117
Janko Tipsarevic,237,2005.75,21,60.76,117
Janko Tipsarevic,261,2006.25,21.5,60.15,117
Janko Tipsarevic,301,2006.75,22,59.47,117
Janko Tipsarevic,324,2007.25,22.5,58.64,117
Janko Tipsarevic,355,2007.75,23,58.31,117
Janko Tipsarevic,389,2008.25,23.5,58.61,117
Janko Tipsarevic,417,2008.75,24,58.03,117
Janko Tipsarevic,443,2009.25,24.5,57.56,117
Janko Tipsarevic,474,2009.75,25,57.17,117
Janko Tipsarevic,507,2010.25,25.5,57.59,117
Janko Tipsarevic,532,2010.75,26,57.71,117
Janko Tipsarevic,564,2011.25,26.5,57.62,117
Janko Tipsarevic,607,2011.75,27,58.48,117
Janko Tipsarevic,644,2012.25,27.5,59.16,117
Janko Tipsarevic,693,2012.75,28,60.03,117
Janko Tipsarevic,723,2013.25,28.5,59.61,117
Janko Tipsarevic,749,2013.75,29,59.01,117
Albert Costa,1,1993.25,17.5,60,116
Albert Costa,10,1993.75,18,60,116
Albert Costa,26,1994.25,18.5,65.38,116
Albert Costa,64,1994.75,19,59.38,116
Albert Costa,78,1995.25,19.5,57.69,116
Albert Costa,115,1995.75,20,59.13,116
Albert Costa,141,1996.25,20.5,58.87,116
Albert Costa,197,1996.75,21,61.42,116
Albert Costa,224,1997.25,21.5,61.16,116
Albert Costa,272,1997.75,22,62.5,116
Albert Costa,288,1998.25,22.5,62.5,116
Albert Costa,340,1998.75,23,63.82,116
Albert Costa,356,1999.25,23.5,62.64,116
Albert Costa,398,1999.75,24,63.32,116
Albert Costa,424,2000.25,24.5,62.97,116
Albert Costa,457,2000.75,25,62.36,116
Albert Costa,473,2001.25,25.5,61.52,116
Albert Costa,507,2001.75,26,61.74,116
Albert Costa,524,2002.25,26.5,61.07,116
Albert Costa,566,2002.75,27,61.84,116
Albert Costa,586,2003.25,27.5,61.43,116
Albert Costa,610,2003.75,28,61.15,116
Albert Costa,627,2004.25,28.5,60.77,116
Albert Costa,656,2004.75,29,60.06,116
Albert Costa,669,2005.25,29.5,59.79,116
Albert Costa,689,2005.75,30,59.22,116
Albert Costa,693,2006.25,30.5,58.87,116
Andrei Chesnokov,1,1984,17.25,40,115
Andrei Chesnokov,3,1984.25,17.5,33.33,115
Andrei Chesnokov,13,1985.25,18.5,69.23,115
Andrei Chesnokov,22,1985.75,19,68.18,115
Andrei Chesnokov,35,1986.25,19.5,68.57,115
Andrei Chesnokov,54,1986.75,20,64.81,115
Andrei Chesnokov,68,1987.25,20.5,60.29,115
Andrei Chesnokov,100,1987.75,21,65,115
Andrei Chesnokov,133,1988.25,21.5,67.67,115
Andrei Chesnokov,155,1988.75,22,67.74,115
Andrei Chesnokov,179,1989.25,22.5,67.04,115
Andrei Chesnokov,209,1989.75,23,66.99,115
Andrei Chesnokov,233,1990.25,23.5,66.09,115
Andrei Chesnokov,275,1990.75,24,66.91,115
Andrei Chesnokov,299,1991.25,24.5,66.22,115
Andrei Chesnokov,336,1991.75,25,65.77,115
Andrei Chesnokov,358,1992.25,25.5,64.8,115
Andrei Chesnokov,387,1992.75,26,63.57,115
Andrei Chesnokov,414,1993.25,26.5,63.04,115
Andrei Chesnokov,457,1993.75,27,62.36,115
Andrei Chesnokov,481,1994.25,27.5,61.54,115
Andrei Chesnokov,525,1994.75,28,61.52,115
Andrei Chesnokov,549,1995.25,28.5,61.38,115
Andrei Chesnokov,577,1995.75,29,60.31,115
Andrei Chesnokov,607,1996.25,29.5,59.8,115
Andrei Chesnokov,648,1996.75,30,59.26,115
Andrei Chesnokov,678,1998.25,31.5,59.14,115
Gaston Gaudio,1,1998,19.25,20,114
Gaston Gaudio,6,1998.25,19.5,33.33,114
Gaston Gaudio,33,1998.75,20,63.64,114
Gaston Gaudio,58,1999.25,20.5,63.79,114
Gaston Gaudio,97,1999.75,21,61.86,114
Gaston Gaudio,124,2000.25,21.5,61.29,114
Gaston Gaudio,160,2000.75,22,60.63,114
Gaston Gaudio,186,2001.25,22.5,59.68,114
Gaston Gaudio,210,2001.75,23,58.57,114
Gaston Gaudio,230,2002.25,23.5,59.13,114
Gaston Gaudio,269,2002.75,24,60.97,114
Gaston Gaudio,293,2003.25,24.5,61.09,114
Gaston Gaudio,335,2003.75,25,61.19,114
Gaston Gaudio,356,2004.25,25.5,60.11,114
Gaston Gaudio,396,2004.75,26,61.62,114
Gaston Gaudio,422,2005.25,26.5,61.61,114
Gaston Gaudio,468,2005.75,27,63.03,114
Gaston Gaudio,493,2006.25,27.5,62.68,114
Gaston Gaudio,525,2006.75,28,62.1,114
Gaston Gaudio,537,2007.25,28.5,61.45,114
Gaston Gaudio,571,2009.25,30.5,59.89,114
Gaston Gaudio,596,2009.75,31,59.73,114
Gaston Gaudio,620,2010.25,31.5,59.03,114
Kevin Curren,1,1978.5,19.75,40,113
Kevin Curren,26,1978.75,20,65.38,113
Kevin Curren,33,1979.25,20.5,69.7,113
Kevin Curren,56,1979.75,21,57.14,113
Kevin Curren,65,1980.25,21.5,50.77,113
Kevin Curren,78,1980.75,22,52.56,113
Kevin Curren,96,1981.25,22.5,52.08,113
Kevin Curren,121,1981.75,23,55.37,113
Kevin Curren,149,1982.25,23.5,55.03,113
Kevin Curren,165,1982.75,24,56.36,113
Kevin Curren,202,1983.25,24.5,57.92,113
Kevin Curren,229,1983.75,25,58.95,113
Kevin Curren,248,1984.25,25.5,58.87,113
Kevin Curren,272,1984.75,26,59.19,113
Kevin Curren,298,1985.25,26.5,60.74,113
Kevin Curren,317,1985.75,27,60.88,113
Kevin Curren,340,1986.25,27.5,61.47,113
Kevin Curren,361,1986.75,28,61.22,113
Kevin Curren,386,1987.25,28.5,61.14,113
Kevin Curren,404,1987.75,29,60.89,113
Kevin Curren,423,1988.25,29.5,60.99,113
Kevin Curren,447,1988.75,30,61.52,113
Kevin Curren,480,1989.25,30.5,61.67,113
Kevin Curren,503,1989.75,31,61.63,113
Kevin Curren,526,1990.25,31.5,61.41,113
Kevin Curren,546,1990.75,32,61.36,113
Kevin Curren,568,1991.25,32.5,61.09,113
Kevin Curren,589,1991.75,33,60.44,113
Kevin Curren,608,1992.25,33.5,59.7,113
Fernando Verdasco,1,2001,17.25,60,112
Fernando Verdasco,3,2001.25,17.5,66.67,112
Fernando Verdasco,31,2002.25,18.5,54.84,112
Fernando Verdasco,69,2002.75,19,63.77,112
Fernando Verdasco,85,2003.25,19.5,63.53,112
Fernando Verdasco,115,2003.75,20,60,112
Fernando Verdasco,131,2004.25,20.5,57.25,112
Fernando Verdasco,167,2004.75,21,58.08,112
Fernando Verdasco,191,2005.25,21.5,57.07,112
Fernando Verdasco,228,2005.75,22,57.02,112
Fernando Verdasco,247,2006.25,22.5,56.68,112
Fernando Verdasco,294,2006.75,23,57.48,112
Fernando Verdasco,312,2007.25,23.5,56.09,112
Fernando Verdasco,354,2007.75,24,57.06,112
Fernando Verdasco,378,2008.25,24.5,56.88,112
Fernando Verdasco,428,2008.75,25,58.18,112
Fernando Verdasco,458,2009.25,25.5,59.17,112
Fernando Verdasco,503,2009.75,26,60.04,112
Fernando Verdasco,535,2010.25,26.5,60.19,112
Fernando Verdasco,575,2010.75,27,60.52,112
Fernando Verdasco,597,2011.25,27.5,60.13,112
Fernando Verdasco,633,2011.75,28,60.51,112
Fernando Verdasco,659,2012.25,28.5,60.24,112
Fernando Verdasco,690,2012.75,29,60.14,112
Fernando Verdasco,704,2013.25,29.5,59.8,112
Fernando Verdasco,742,2013.75,30,59.84,112
Fernando Verdasco,759,2014.25,30.5,59.55,112
Fernando Verdasco,788,2014.75,31,59.52,112
Greg Rusedski,1,1991.25,17.5,40,111
Greg Rusedski,6,1991.75,18,50,111
Greg Rusedski,14,1992.25,18.5,57.14,111
Greg Rusedski,31,1992.75,19,58.06,111
Greg Rusedski,48,1993.25,19.5,56.25,111
Greg Rusedski,66,1993.75,20,57.58,111
Greg Rusedski,92,1994.25,20.5,56.52,111
Greg Rusedski,123,1994.75,21,53.66,111
Greg Rusedski,152,1995.25,21.5,54.61,111
Greg Rusedski,190,1995.75,22,55.79,111
Greg Rusedski,214,1996.25,22.5,54.67,111
Greg Rusedski,253,1996.75,23,56.13,111
Greg Rusedski,280,1997.25,23.5,56.79,111
Greg Rusedski,328,1997.75,24,59.76,111
Greg Rusedski,371,1998.25,24.5,60.92,111
Greg Rusedski,398,1998.75,25,60.8,111
Greg Rusedski,439,1999.25,25.5,61.5,111
Greg Rusedski,480,1999.75,26,61.88,111
Greg Rusedski,506,2000.25,26.5,62.06,111
Greg Rusedski,521,2000.75,27,61.42,111
Greg Rusedski,557,2001.25,27.5,61.4,111
Greg Rusedski,591,2001.75,28,61.42,111
Greg Rusedski,625,2002.25,28.5,61.12,111
Greg Rusedski,647,2003.25,29.5,61.36,111
Greg Rusedski,677,2004.25,30.5,61,111
Greg Rusedski,710,2004.75,31,60.85,111
Greg Rusedski,736,2005.25,31.5,60.73,111
Greg Rusedski,766,2005.75,32,60.84,111
Greg Rusedski,784,2006.25,32.5,60.33,111
Greg Rusedski,800,2006.75,33,59.75,111
Nikolay Davydenko,1,1999.25,17.5,60,110
Nikolay Davydenko,21,1999.75,18,61.9,110
Nikolay Davydenko,31,2000.25,18.5,58.06,110
Nikolay Davydenko,79,2000.75,19,65.82,110
Nikolay Davydenko,96,2001.25,19.5,59.38,110
Nikolay Davydenko,138,2001.75,20,59.42,110
Nikolay Davydenko,161,2002.25,20.5,57.14,110
Nikolay Davydenko,202,2002.75,21,55.94,110
Nikolay Davydenko,228,2003.25,21.5,55.7,110
Nikolay Davydenko,271,2003.75,22,54.61,110
Nikolay Davydenko,288,2004.25,22.5,52.78,110
Nikolay Davydenko,329,2004.75,23,53.19,110
Nikolay Davydenko,361,2005.25,23.5,54.02,110
Nikolay Davydenko,410,2005.75,24,55.85,110
Nikolay Davydenko,452,2006.25,24.5,56.86,110
Nikolay Davydenko,508,2006.75,25,58.46,110
Nikolay Davydenko,549,2007.25,25.5,59.02,110
Nikolay Davydenko,599,2007.75,26,59.27,110
Nikolay Davydenko,635,2008.25,26.5,60.16,110
Nikolay Davydenko,674,2008.75,27,60.83,110
Nikolay Davydenko,693,2009.25,27.5,60.75,110
Nikolay Davydenko,745,2009.75,28,61.88,110
Nikolay Davydenko,783,2010.25,28.5,62.58,110
Nikolay Davydenko,802,2010.75,29,62.22,110
Nikolay Davydenko,828,2011.25,29.5,61.71,110
Nikolay Davydenko,858,2011.75,30,61.54,110
Nikolay Davydenko,882,2012.25,30.5,61.11,110
Nikolay Davydenko,910,2012.75,31,60.88,110
Nikolay Davydenko,934,2013.25,31.5,60.71,110
Nikolay Davydenko,960,2013.75,32,60.1,110
Nikolay Davydenko,972,2014.25,32.5,59.88,110
Andrei Medvedev,1,1991.25,16.5,20,109
Andrei Medvedev,12,1991.75,17,41.67,109
Andrei Medvedev,15,1992.25,17.5,40,109
Andrei Medvedev,44,1992.75,18,65.91,109
Andrei Medvedev,76,1993.25,18.5,64.47,109
Andrei Medvedev,125,1993.75,19,69.6,109
Andrei Medvedev,146,1994.25,19.5,67.81,109
Andrei Medvedev,185,1994.75,20,68.11,109
