id,team,P,W,D,L,F,A,truPts,league,seasonEnd,tpfaw,PPG,pts38,FPG,F38,APG,A38,GD38,rankF,rankA,lengthF,lengthA,alphaF,alphaA
/teams/fulham-fc/,Fulham,38,9,5,24,40,85,32,eng-premier-league,2014,32,0.842,32,1.053,40,2.237,85,-45,-0.7926655361102949,-2.242963666525447,-0.7926655361102949,-2.242963666525447,0.05872859459501405,0.2955506467097641
/teams/cardiff-city/,Cardiff City,38,7,9,22,32,74,30,eng-premier-league,2014,30,0.789,30,0.842,32,1.947,74,-42,-1.2944867850075836,-1.4807328919562486,-1.2944867850075836,-1.4807328919562486,0.028243970105066792,0.37730187973455975
/teams/manchester-united/,Man United,38,28,5,5,86,43,89,eng-premier-league,2013,89,2.342,89,2.263,86,1.132,43,43,2.092806645049116,0.6673720181933103,2.092806645049116,0.6673720181933103,0.44816622396715666,0.6613301507314108
/teams/manchester-city/,Man City,38,23,9,6,66,34,78,eng-premier-league,2013,78,2.053,78,1.737,66,0.895,34,32,0.8382535228058937,1.2910153792044725,0.8382535228058937,1.2910153792044725,0.23401518541221067,0.7586208743311674
/teams/chelsea-fc/,Chelsea,38,22,9,7,75,39,75,eng-premier-league,2013,75,1.974,75,1.974,75,1.026,39,36,1.4028024278153435,0.9445468453093824,1.4028024278153435,0.9445468453093824,0.32184814760213776,0.7037465332764267
/teams/arsenal-fc/,Arsenal,38,21,10,7,72,37,73,eng-premier-league,2013,73,1.921,73,1.895,72,0.974,37,35,1.2146194594788602,1.0831342588674184,1.2146194594788602,1.0831342588674184,0.2910186744188653,0.7254490879818603
/teams/tottenham-hotspur/,Tottenham Hotspur,38,21,9,8,66,46,72,eng-premier-league,2013,72,1.895,72,1.737,66,1.211,46,20,0.8382535228058937,0.4594908978562562,0.8382535228058937,0.4594908978562562,0.23401518541221067,0.6303829998302686
/teams/everton-fc/,Everton,38,16,15,7,55,40,63,eng-premier-league,2013,63,1.658,63,1.447,55,1.053,40,15,0.14824930557212157,0.8752531385303643,0.14824930557212157,0.8752531385303643,0.14563046531296317,0.6930188467819414
/teams/liverpool-fc/,Liverpool,38,16,13,9,71,43,61,eng-premier-league,2013,61,1.605,61,1.868,71,1.132,43,28,1.1518918033666992,0.6673720181933103,1.1518918033666992,0.6673720181933103,0.2810870320510997,0.6613301507314108
/teams/west-bromwich-albion/,West Bromwich Albion,38,14,7,17,53,57,49,eng-premier-league,2013,49,1.289,49,1.395,53,1.5,57,-4,0.02279399334779938,-0.3027398767129421,0.02279399334779938,-0.3027398767129421,0.13180203271062285,0.5232544439152924
/teams/swansea-city/,Swansea City,38,11,13,14,47,51,46,eng-premier-league,2013,46,1.211,46,1.237,47,1.342,51,-4,-0.3535719433251672,0.11302236396116604,-0.3535719433251672,0.11302236396116604,0.09445491922350423,0.5804522931047835
/teams/west-ham-united/,West Ham United,38,12,10,16,45,53,46,eng-premier-league,2013,46,1.211,46,1.184,45,1.395,53,-8,-0.4790272555494894,-0.02556504959687002,-0.4790272555494894,-0.02556504959687002,0.08338527616776546,0.5610567677530028
/teams/norwich-city/,Norwich City,38,10,14,14,41,58,44,eng-premier-league,2013,44,1.158,44,1.079,41,1.526,58,-17,-0.7299378799981338,-0.37203358349196014,-0.7299378799981338,-0.37203358349196014,0.06331508221623913,0.5140098477195838
