race,pseudoScore,repayRate,y,canPay,y_all
black,440,0.31381444673446657,-1,TRUE,1
black,460,0.37136552196288253,-1,TRUE,1
black,480,0.43281377852929775,-1,TRUE,1
black,500,0.49640079215998273,-1,TRUE,1
black,520,0.5601044470490575,-1,TRUE,1
black,520,0.5601044470490575,-2,TRUE,2
black,540,0.6218878672723317,-1,TRUE,1
black,540,0.6218878672723317,-2,TRUE,2
black,560,0.6799521777323727,-1,TRUE,1
black,560,0.6799521777323727,-2,TRUE,2
black,560,0.6799521777323727,-3,TRUE,3
black,580,0.7329291536926648,-1,TRUE,1
black,580,0.7329291536926648,-2,TRUE,2
black,580,0.7329291536926648,-3,TRUE,3
black,580,0.7329291536926648,-4,TRUE,4
black,600,0.7799745585672777,-1,TRUE,1
black,600,0.7799745585672777,-2,TRUE,2
black,600,0.7799745585672777,-3,TRUE,3
black,620,0.8207594275685549,-1,TRUE,1
black,620,0.8207594275685549,-2,TRUE,2
black,620,0.8207594275685549,-3,TRUE,3
black,640,0.8553859374023411,-1,TRUE,1
black,640,0.8553859374023411,-2,TRUE,2
black,640,0.8553859374023411,-3,TRUE,3
black,660,0.8842663859386121,-1,TRUE,1
black,660,0.8842663859386121,-2,TRUE,2
black,660,0.8842663859386121,-3,TRUE,3
black,660,0.8842663859386121,-4,TRUE,4
black,680,0.9079995386609249,-1,TRUE,1
black,680,0.9079995386609249,-2,TRUE,2
black,680,0.9079995386609249,-3,TRUE,3
black,700,0.9272661212541891,-1,TRUE,1
black,700,0.9272661212541891,-2,TRUE,2
black,700,0.9272661212541891,-3,TRUE,3
black,720,0.9427523134842034,-1,TRUE,1
black,720,0.9427523134842034,-2,TRUE,2
black,720,0.9427523134842034,-3,TRUE,3
black,740,0.9551009068284978,-1,TRUE,1
black,740,0.9551009068284978,-2,TRUE,2
black,760,0.9648850645390551,-1,TRUE,1
black,760,0.9648850645390551,-2,TRUE,2
black,780,0.9725982835708012,-1,TRUE,1
black,780,0.9725982835708012,-2,TRUE,2
black,800,0.978654725478895,-1,TRUE,1
black,820,0.9833954007545693,-1,TRUE,1
white,440,0.31381444673446657,1,TRUE,2
white,460,0.37136552196288253,1,TRUE,2
white,480,0.43281377852929775,1,TRUE,2
white,500,0.49640079215998273,1,TRUE,2
white,500,0.49640079215998273,2,TRUE,3
white,520,0.5601044470490575,1,TRUE,3
white,520,0.5601044470490575,2,TRUE,4
white,520,0.5601044470490575,3,TRUE,5
white,540,0.6218878672723317,1,TRUE,3
white,540,0.6218878672723317,2,TRUE,4
white,540,0.6218878672723317,3,TRUE,5
white,540,0.6218878672723317,4,TRUE,6
white,560,0.6799521777323727,1,TRUE,4
white,560,0.6799521777323727,2,TRUE,5
white,560,0.6799521777323727,3,TRUE,6
white,560,0.6799521777323727,4,TRUE,7
white,560,0.6799521777323727,5,TRUE,8
white,580,0.7329291536926648,1,TRUE,5
white,580,0.7329291536926648,2,TRUE,6
white,580,0.7329291536926648,3,TRUE,7
white,580,0.7329291536926648,4,TRUE,8
white,580,0.7329291536926648,5,TRUE,9
white,580,0.7329291536926648,6,TRUE,10
white,580,0.7329291536926648,7,TRUE,11
white,600,0.7799745585672777,1,TRUE,4
white,600,0.7799745585672777,2,TRUE,5
white,600,0.7799745585672777,3,TRUE,6
white,600,0.7799745585672777,4,TRUE,7
white,600,0.7799745585672777,5,TRUE,8
white,600,0.7799745585672777,6,TRUE,9
white,600,0.7799745585672777,7,TRUE,10
white,620,0.8207594275685549,1,TRUE,4
white,620,0.8207594275685549,2,TRUE,5
white,620,0.8207594275685549,3,TRUE,6
white,620,0.8207594275685549,4,TRUE,7
white,620,0.8207594275685549,5,TRUE,8
white,620,0.8207594275685549,6,TRUE,9
white,620,0.8207594275685549,7,TRUE,10
white,620,0.8207594275685549,8,TRUE,11
white,640,0.8553859374023411,1,TRUE,4
white,640,0.8553859374023411,2,TRUE,5
white,640,0.8553859374023411,3,TRUE,6
white,640,0.8553859374023411,4,TRUE,7
white,640,0.8553859374023411,5,TRUE,8
white,640,0.8553859374023411,6,TRUE,9
white,640,0.8553859374023411,7,TRUE,10
white,640,0.8553859374023411,8,TRUE,11
white,640,0.8553859374023411,9,TRUE,12
white,660,0.8842663859386121,1,TRUE,5
white,660,0.8842663859386121,2,TRUE,6
white,660,0.8842663859386121,3,TRUE,7
white,660,0.8842663859386121,4,TRUE,8
white,660,0.8842663859386121,5,TRUE,9
white,660,0.8842663859386121,6,TRUE,10
white,660,0.8842663859386121,7,TRUE,11
white,660,0.8842663859386121,8,TRUE,12
white,660,0.8842663859386121,9,TRUE,13
white,660,0.8842663859386121,10,TRUE,14
white,660,0.8842663859386121,11,TRUE,15
white,680,0.9079995386609249,1,TRUE,4
white,680,0.9079995386609249,2,TRUE,5
white,680,0.9079995386609249,3,TRUE,6
white,680,0.9079995386609249,4,TRUE,7
white,680,0.9079995386609249,5,TRUE,8
white,680,0.9079995386609249,6,TRUE,9
white,680,0.9079995386609249,7,TRUE,10
white,680,0.9079995386609249,8,TRUE,11
white,680,0.9079995386609249,9,TRUE,12
white,680,0.9079995386609249,10,TRUE,13
white,680,0.9079995386609249,11,TRUE,14
white,680,0.9079995386609249,12,TRUE,15
white,680,0.9079995386609249,13,TRUE,16
white,700,0.9272661212541891,1,TRUE,4
white,700,0.9272661212541891,2,TRUE,5
white,700,0.9272661212541891,3,TRUE,6
white,700,0.9272661212541891,4,TRUE,7
white,700,0.9272661212541891,5,TRUE,8
white,700,0.9272661212541891,6,TRUE,9
white,700,0.9272661212541891,7,TRUE,10
white,700,0.9272661212541891,8,TRUE,11
white,700,0.9272661212541891,9,TRUE,12
white,700,0.9272661212541891,10,TRUE,13
white,700,0.9272661212541891,11,TRUE,14
white,700,0.9272661212541891,12,TRUE,15
white,700,0.9272661212541891,13,TRUE,16
white,700,0.9272661212541891,14,TRUE,17
white,700,0.9272661212541891,15,TRUE,18
white,720,0.9427523134842034,1,TRUE,4
white,720,0.9427523134842034,2,TRUE,5
white,720,0.9427523134842034,3,TRUE,6
white,720,0.9427523134842034,4,TRUE,7
white,720,0.9427523134842034,5,TRUE,8
white,720,0.9427523134842034,6,TRUE,9
white,720,0.9427523134842034,7,TRUE,10
white,720,0.9427523134842034,8,TRUE,11
white,720,0.9427523134842034,9,TRUE,12
white,720,0.9427523134842034,10,TRUE,13
white,720,0.9427523134842034,11,TRUE,14
white,720,0.9427523134842034,12,TRUE,15
white,720,0.9427523134842034,13,TRUE,16
white,720,0.9427523134842034,14,TRUE,17
white,720,0.9427523134842034,15,TRUE,18
white,720,0.9427523134842034,16,TRUE,19
white,740,0.9551009068284978,1,TRUE,3
white,740,0.9551009068284978,2,TRUE,4
white,740,0.9551009068284978,3,TRUE,5
white,740,0.9551009068284978,4,TRUE,6
white,740,0.9551009068284978,5,TRUE,7
white,740,0.9551009068284978,6,TRUE,8
white,740,0.9551009068284978,7,TRUE,9
white,740,0.9551009068284978,8,TRUE,10
white,740,0.9551009068284978,9,TRUE,11
white,740,0.9551009068284978,10,TRUE,12
white,740,0.9551009068284978,11,TRUE,13
white,740,0.9551009068284978,12,TRUE,14
white,740,0.9551009068284978,13,TRUE,15
white,740,0.9551009068284978,14,TRUE,16
white,740,0.9551009068284978,15,TRUE,17
white,740,0.9551009068284978,16,TRUE,18
white,740,0.9551009068284978,17,TRUE,19
white,740,0.9551009068284978,18,TRUE,20
white,760,0.9648850645390551,1,TRUE,3
white,760,0.9648850645390551,2,TRUE,4
white,760,0.9648850645390551,3,TRUE,5
white,760,0.9648850645390551,4,TRUE,6
white,760,0.9648850645390551,5,TRUE,7
white,760,0.9648850645390551,6,TRUE,8
white,760,0.9648850645390551,7,TRUE,9
white,760,0.9648850645390551,8,TRUE,10
white,760,0.9648850645390551,9,TRUE,11
white,760,0.9648850645390551,10,TRUE,12
white,760,0.9648850645390551,11,TRUE,13
white,760,0.9648850645390551,12,TRUE,14
white,760,0.9648850645390551,13,TRUE,15
white,760,0.9648850645390551,14,TRUE,16
white,760,0.9648850645390551,15,TRUE,17
white,760,0.9648850645390551,16,TRUE,18
white,760,0.9648850645390551,17,TRUE,19
white,760,0.9648850645390551,18,TRUE,20
white,760,0.9648850645390551,19,TRUE,21
white,760,0.9648850645390551,20,TRUE,22
white,780,0.9725982835708012,1,TRUE,3
white,780,0.9725982835708012,2,TRUE,4
white,780,0.9725982835708012,3,TRUE,5
white,780,0.9725982835708012,4,TRUE,6
white,780,0.9725982835708012,5,TRUE,7
white,780,0.9725982835708012,6,TRUE,8
white,780,0.9725982835708012,7,TRUE,9
white,780,0.9725982835708012,8,TRUE,10
white,780,0.9725982835708012,9,TRUE,11
white,780,0.9725982835708012,10,TRUE,12
white,780,0.9725982835708012,11,TRUE,13
white,780,0.9725982835708012,12,TRUE,14
white,780,0.9725982835708012,13,TRUE,15
white,780,0.9725982835708012,14,TRUE,16
white,780,0.9725982835708012,15,TRUE,17
